Gender,Height,Weight,Muscle,Brain
Male,187.17,72.98,98.87725,206.3117716
Male,184.83,83.24,102.42829,211.8442428
Male,164.02,97.37,102.62293,212.1460899
Male,160.83,75.76,92.97593,197.0060768
Male,173.75,65.55,92.2701,195.8833251
Male,173.37,57.74,88.98997,190.6371424
Male,174.73,63.65,91.75846,195.0681257
Female,148.46,67.49,86.30725,186.3104365
Male,168.31,73.28,93.96373,198.5737833
Female,158.24,50.72,82.09312,179.4451791
Female,157.23,52.77,82.6578,180.3701247
Female,147.16,68.7,86.45262,186.5457433
Male,163.85,60.93,87.74646,188.6357171
Male,199.86,87.05,107.99197,220.4171191
Female,143.84,48.37,77.29187,171.5149911
Female,161.71,73.45,92.27072,195.8843123
Male,171.57,74.15,95.18824,200.5114588
Male,184.5,74.68,98.85626,206.2789234
Male,171.57,62.07,90.27168,192.6927469
Male,170.8,69.52,93.09824,197.2004162
Male,172.45,69.2,93.40855,197.6931844
Male,162.64,100.84,103.66676,213.7624252
Male,185.51,52.75,90.20042,192.5786526
Male,156.19,73.49,90.81316,193.5589756
Female,163.38,58.77,86.74185,187.0136189
Female,145.86,45.28,76.57358,170.3181527
Male,167.53,78.13,95.72942,201.3658385
Male,189.87,63.78,95.85375,201.5619518
Male,177.39,40.28,82.95709,180.8597208
Female,162.47,60.1,87.04019,187.4958229
Female,141.67,70.76,85.82521,185.5294598
Female,144.98,58.31,81.64183,178.7048224
Female,147.65,58.13,82.28146,179.7538562
Male,190.69,96.4,109.34903,222.4912445
Male,169.11,54.89,86.6926,186.9339768
Male,177.48,85.77,101.49555,210.3957559
Male,165.76,78.33,95.33823,200.7483746
Female,155.81,70.71,89.58024,191.5847296
Female,168.74,73.59,94.20471,198.9556087
Female,162.06,58.12,86.12486,186.0150661
Female,138.2,69.12,84.23124,182.9391343
Female,150.07,46.46,78.17791,172.9875174
Female,129.39,73.66,83.72675,182.1167533
Male,160.04,70.59,90.66081,193.3153857
Male,180.22,66.11,94.22551,198.9885542
Female,126.48,63.22,78.7007,173.8543936
Female,137.95,45.8,74.67325,167.1381205
Male,176.19,41.23,83.02334,180.9680367
Male,170.86,77.31,96.28479,202.2413659
Female,149.58,66.27,86.10975,185.9905892
Female,149.04,49.29,79.05471,174.4405858
Male,169.33,61.61,89.48638,191.4341565
Male,158.5,65.71,88.26347,189.4686986
Female,149.61,66.96,86.39859,186.4582979
Male,177.6,76.2,97.6326,204.3609276
Male,182.78,81.95,101.35591,210.178618
Male,182.61,72.38,97.41553,204.0200607
Male,201.43,89.82,109.53855,222.7803926
Female,153.6,70.02,88.70934,190.1860835
Female,139.57,70.44,85.13427,184.4081183
Female,143.72,49.41,77.68311,172.1657176
Female,139.93,62.31,81.92148,179.163718
Female,142.22,59.65,81.45029,178.3902854
Female,155.18,62.14,85.92404,185.6896683
Female,150.57,57.14,82.65817,180.3707303
Male,181.84,67.72,95.31332,200.7090346
Male,177.8,34.73,80.80771,177.3337197
Male,179.76,85.41,101.95779,211.1139998
Female,162.52,46.48,81.5102,178.4886863
Female,147.06,62.49,83.89845,182.3967842
Female,153.71,59.21,84.33904,183.1147018
Female,142.06,71.74,86.3282,186.3443538
Male,164.13,72.56,92.55463,196.3361795
Male,172.51,71.38,94.31183,199.1252587
Male,167.41,107,107.44747,219.5830785
Female,153.12,62.23,85.41065,184.8569334
Female,152.8,57.87,83.55069,181.8294624
Female,155.33,53.79,82.56564,180.2192748
Female,166.81,83.14,97.57625,204.2724589
Female,135.77,48.99,75.38952,168.3390832
Female,146.04,53.72,80.05672,176.0962341
Female,153.93,56.54,83.31109,181.438245
Female,151.92,81.95,93.11629,197.2290906
Male,172.14,63.91,91.17275,194.1335136
Male,173.58,89.19,101.84619,210.9406667
Male,169.6,97.5,104.1657,214.5335783
Male,191.48,62.19,95.63649,201.2192127
Male,155.85,100.92,101.88639,211.0031094
Male,168.54,90.72,101.12322,209.8166225
Male,177.16,99.55,107.01857,218.9253646
Male,170.22,78.24,96.49242,202.5683651
Female,160.22,52.09,83.17937,181.2230536
Female,158.59,72.73,91.14464,194.0886211
Female,142.59,60.14,81.74851,178.8799267
Male,171.45,73.64,94.94863,200.1327906
Male,180.55,92.92,105.22529,216.1682081
Female,150.42,62.66,84.86476,183.9701085
Female,158.32,75.66,92.26506,195.8753004
Female,189.43,59.06,93.81523,198.3383677
Male,181.79,35.47,82.17422,179.5781185
Male,183.81,60.28,92.81123,196.7442825
Male,163.14,91.7,100.08028,208.1915545
Male,160.41,77.99,93.7714,198.2688667
Male,188.1,61.91,94.62007,199.6131614
Male,156.22,74.67,91.30143,194.3389755
Male,178.34,78.26,98.6686,205.9851673
Female,140.84,45.2,75.20068,168.0227351
Female,155.48,69.44,88.97524,190.6134756
Male,169.83,76.46,95.66383,201.2623537
Male,147.17,50.37,78.99498,174.3417272
Male,170.55,72.24,94.13853,198.8507729
Male,179.66,81.02,100.14436,208.2915231
Female,128.6,38.92,69.37664,158.1654681
Female,130.31,79.14,86.20275,186.1412237
Female,155.32,64.58,86.9545,187.3573654
Female,146.73,71.18,87.34717,187.9915606
Female,150.32,58.45,83.12459,181.1335343
Male,167.75,96,103.06125,212.8253118
Male,164.15,71.03,91.93726,195.3531378
Male,178.52,63.13,92.55875,196.3427343
Male,181.41,88.05,103.47282,213.4624246
Male,183.07,44.58,86.22375,186.1752323
Female,149.2,57.44,82.41448,179.971761
Female,169.48,48.83,84.32497,183.09179
Female,147.86,63.9,84.68592,183.6792644
Female,160.28,73.09,91.74239,195.0425029
Female,152.67,67.7,87.51679,188.2652906
Female,134.26,78.99,87.19635,187.748058
Male,162.76,62.14,87.9479,188.960413
Female,138.77,68.58,84.16365,182.8290259
Female,143.48,61.89,82.69839,180.4365502
Female,154.93,69.95,89.03596,190.7110285
Female,169.68,59.65,88.78211,190.3030815
Male,169.09,64.55,90.61888,193.2483265
Male,185.68,78.25,100.62431,209.039766
Male,180.83,88.58,103.53367,213.556567
Female,164.64,51.21,84.00135,182.5645384
Female,159.12,49.09,81.66467,178.7423167
Male,169.21,70.76,93.17839,197.3277326
Male,174.04,77.23,97.10129,203.5262702
Male,186.64,92.33,106.61119,218.300041
Male,171.64,98.86,105.2639,216.2276938
Male,177.3,83.42,100.49104,208.8320875
Male,178.63,72.33,96.33252,202.3165521
Female,159.88,67.46,89.34418,191.2059596
Female,145.71,71.34,87.13995,187.6569718
Female,152.7,71.47,89.05919,190.7483455
Female,142.08,66.39,84.15609,182.8167088
Male,166.21,94.03,101.84828,210.9439132
Male,162.12,57.05,85.70539,185.3351636
Male,167.97,117.99,112.06992,226.6305854
Male,177.4,74.85,97.02975,203.4137978
Male,151.52,112.26,105.34566,216.353642
Male,152.34,89.31,96.22395,202.1455148
Male,168.42,71.03,93.07735,197.1672284
Male,157.24,50.57,81.76507,178.9071032
Female,150.31,58.02,82.94691,180.843075
Female,158.86,70.53,90.32133,192.7722281
Female,152.18,56.75,82.92931,180.8142953
Female,159.76,50.14,82.2629,179.7234454
Female,168.3,75.95,95.04775,200.2894641
Male,184.73,80.21,101.16838,209.8868941
Male,172.27,62.98,90.82895,193.5842162
Male,156.96,45.51,79.63089,175.3932604
Female,135.42,64.25,81.50689,178.4832502
Female,148.56,61.13,83.74543,182.1472261
Male,170.69,76.09,95.74286,201.3870413
Male,176.34,83.36,100.2103,208.3943767
Male,166.67,52.95,85.25154,184.5985982
Female,149.18,44.33,77.07337,171.1512146
Female,120.8,68.32,79.25984,174.7799527
Female,143.22,54.04,79.43402,175.0679436
Male,165.45,71.84,92.61403,196.4306759
Male,177.52,85.98,101.5917,210.5452242
Male,158.46,65.47,88.15511,189.2942155
Male,178.61,70.55,95.60272,201.1659213
Female,161.48,58.29,86.03919,185.8762743
Female,161.8,51.32,83.28784,181.4002676
Female,141.98,71.51,86.21323,186.1581958
Male,175.43,86.07,101.0703,209.7342658
Male,165.98,85.82,98.4454,205.6355964
Male,179.95,114.66,113.91327,229.4206275
Female,141.02,44.9,75.12664,167.8986477
Female,159.94,39.74,78.07816,172.8219502
Female,145.4,65.34,84.61518,183.5641789
Female,154.1,63.4,86.1485,186.0533585
Female,146.88,68.74,86.39414,186.4510951
Male,180.94,67.86,95.13,200.4194411
Female,139.91,63.12,82.24581,179.6954417
Female,151.58,61.55,84.72271,183.7391078
Female,134.88,58.13,78.87187,174.1379099
Female,169.7,59.92,88.89734,190.4882968
Female,143.37,62.85,83.05974,181.0275399
Female,155.39,58.54,84.51491,183.4010104
Male,177.03,80.75,99.33226,207.0234118
Male,158.11,63.5,87.25987,187.8506254
Male,159.38,71.62,90.9038,193.70385
Female,147.17,52.04,79.67467,175.4655771
Female,150.22,70.06,87.82316,188.7593698
Female,169.15,74.55,94.7049,199.7473661
Female,138.73,77.14,87.63689,188.4590259
Female,149.13,58.33,82.75802,180.5341197
Female,156.32,71.08,89.867,192.0445147
Female,153.59,58.09,83.85116,182.3196718
Female,148.94,68.53,86.85869,187.2025156
Male,160.67,80.7,94.94379,200.1251392
Male,178.09,81.46,99.90425,207.9168548
Male,166.23,80.89,96.50564,202.5891795
Male,163.97,87.43,98.564,205.8213697
Male,163.3,80.41,95.52797,201.0479438
Female,161.67,67.7,89.91979,192.1291171
Female,147.06,86.08,93.49958,197.8376611
Female,165.19,55.64,85.95121,185.7337042
Male,167.94,54.95,86.40463,186.468074
Male,172.8,72.34,94.77998,199.8661209
Male,171.44,81.31,98.06765,205.0435207
Male,170.52,65.59,91.42397,194.5345664
Male,163.31,82.1,96.21847,202.1368805
Female,157.34,76.09,92.17841,195.7373181
Male,166.47,47.69,83.05732,181.0235841
Female,155.05,80.36,93.30487,197.5285875
Female,148.41,57.79,82.346,179.8595925
Female,158.99,64.42,87.86927,188.8336935
Female,129.28,43.93,71.59727,161.9474341
Male,184.01,75.74,99.15685,206.7491655
Male,171.01,93.85,103.05662,212.8181409
Female,153.2,57.93,83.68191,182.0435987
Female,138.14,75.38,86.76304,187.0478818
Female,145.72,68.72,86.07628,185.9363671
Male,174.04,65.64,92.38416,196.0649034
Male,162.42,50.88,83.2743,181.3781497
Male,176.85,77.62,98.01029,204.9535663
Female,158.66,57.77,85.07461,184.3111883
Female,136.16,47.83,75.02153,167.7224361
Female,147.61,58.13,82.27078,179.7363571
Female,168,72.62,93.61234,198.0165776
Male,168.77,56.64,87.31407,187.9381288
Male,178.42,80.35,99.54059,207.3489698
Male,183.5,46.86,87.26652,187.8613623
Male,171.97,92.32,102.69023,212.2504252
Male,161.67,102.05,103.90024,214.1234031
Male,159.58,78.43,93.72887,198.2014192
Female,141.11,64.45,83.10752,181.1056362
Female,172.58,74.29,95.51489,201.0272974
Female,154.74,63.43,86.33159,186.3498419
Male,171.75,71.82,94.28799,199.0875065
Male,169.54,81.55,97.65803,204.4008481
Male,176.37,58.79,90.21832,192.6073144
Male,175.22,81.25,99.05249,206.5859455
Male,173.18,95.35,104.24651,214.6583898
Male,178.01,68.02,94.41281,199.2851403
Male,168.74,100.77,105.26697,216.2324235
Female,140.69,71.73,85.95834,185.7452596
Male,176.53,87.85,102.08846,211.3168915
Male,164.33,103.08,105.02967,215.866736
Female,165.11,44.91,81.56274,178.5749673
Female,151.49,49.55,79.81468,175.6967818
Female,163.31,56.25,85.69752,185.3223995
Male,178.5,28.41,78.42237,173.3930541
Male,154.56,72.63,90.02793,192.3023859
Male,174.48,72.16,95.15528,200.4593846
Male,177.39,51.77,87.63352,188.4535906
Male,157.57,92.53,98.9309,206.3957233
Male,162.46,50.34,83.0652,181.0364648
Male,170.21,52.61,86.05834,185.9073017
Female,149.08,53.05,80.59571,176.9846772
Female,149.01,40.94,75.64825,168.772191
Female,176.04,77.27,97.65157,204.3907073
Male,157.11,58.97,85.14916,184.4323076
Male,163.87,70.39,91.60202,194.8186422
Female,160.44,64.33,88.21979,189.3983708
Female,145.59,50.32,78.55277,173.6092465
Female,148.01,75.94,89.62625,191.6585258
Female,159.46,56.97,84.96261,184.1291753
Male,171.89,63.45,90.91878,193.7277898
Male,171.54,63.22,90.73172,193.4287753
Male,173.39,77.24,96.93181,203.2597869
Male,165.6,93.66,101.53482,210.4568067
Male,195.06,61.39,96.26675,202.2129461
Female,148.6,37.07,73.96369,165.9455655
Female,136.76,75.62,86.49226,186.6098905
Female,148.44,70.39,87.48221,188.2094967
Female,140.3,54.89,79.00033,174.3505827
Male,169.39,72.37,93.88172,198.4437852
Male,176.7,107.82,110.26164,223.8824547
Male,165.05,83.54,97.26913,203.7900602
Female,138.93,32.98,69.71717,158.747369
Female,149.64,52.76,80.6272,177.0365377
Female,151.87,73.36,89.60681,191.6273468
Male,164.88,71.56,92.34788,196.0071534
Male,180.65,86.62,102.68789,212.2467978
Male,167.57,55.88,86.68435,186.9206346
Female,149.48,60.8,83.85676,182.3288039
Female,112.6,56.91,72.42657,163.3522658
Female,157.19,50.16,81.58485,178.6112721
Male,176.33,97.89,106.12134,217.5473353
Female,161.04,57.94,85.77926,185.4549568
Female,176.12,62.9,91.82434,195.1731564
Female,140.66,66.32,83.74846,182.1521687
Male,166.56,62.92,89.27996,191.1028722
Male,183.13,58.46,91.88893,195.2761121
Male,186.27,50.47,89.47538,191.4165074
Male,162.21,78.54,94.47585,199.3849299
Female,157.41,59.09,85.2781,184.6417301
Female,138.12,67.53,83.56275,181.8491465
Female,138.66,59.44,80.4143,176.6858167
Female,146.85,68.51,86.29252,186.2865879
Male,170.75,59,88.80325,190.3370655
Female,152.72,50.52,80.53788,176.8894246
Female,149.08,72.03,88.32057,189.5606204
Female,138.42,66.55,83.24399,181.3286342
Male,170.79,52.4,86.12773,186.0197151
Female,151.23,78.01,91.32848,194.3821567
Female,146.43,53.91,80.23818,176.3955099
Female,145.31,66.65,85.12432,184.3919537
Female,153.97,51.43,81.242,178.0480324
Male,164.4,67.4,90.5266,193.1007147
Male,167.83,96.66,103.35123,213.2742686
Male,183.48,69.07,96.30065,202.2663502
Male,176.9,73.09,96.17993,202.0761535
Female,165.64,63.64,89.32736,191.1789616
Female,149.6,66.08,86.03776,185.8739573
Female,139.14,72.94,86.03696,185.8726611
Male,168.1,95.12,102.79654,212.415203
Female,156.65,39.17,76.96774,170.9752609
Male,174.23,73.35,95.57286,201.1187962
Male,167.6,117.97,111.96299,226.4683886
Female,137.78,72.84,85.63314,185.2179725
Male,179.06,56.53,90.01673,192.2844429
Female,147.78,76.09,89.62589,191.6579485
Female,139.36,59.91,80.79249,177.3086687
Female,155.53,60.62,85.39885,184.8377788
Male,160.88,92.97,99.99375,208.0565371
Male,173.32,78.69,97.50327,204.1578624
Male,174.43,83.66,99.82243,207.7891313
Male,169.48,101.87,105.91225,217.2257822
Male,173.62,45,83.87154,182.3529053
Male,164.68,86.33,98.30587,205.4169669
Female,127.08,71.84,82.36924,179.8976616
Male,164.4,54.55,85.29665,184.6718522
Male,181.75,78.77,99.78664,207.7332538
Male,165.99,52.71,84.9723,184.144925
Male,176.72,87.76,102.10256,211.3387807
Male,171.92,55.78,87.8051,188.7302566
Female,162.48,53.7,84.43806,183.2759203
Male,175.74,45.02,84.44572,183.2883899
Male,186.68,74.89,99.52379,207.3227227
Male,175.23,96.23,105.15202,216.0553073
Male,167.06,65.77,90.57341,193.175597
Male,174.16,71.42,94.76866,199.8482175
Male,155.45,88.55,96.745,202.9659196
Female,155,66.4,87.6098,188.4153324
Female,166.02,57.23,86.81995,187.1398912
Female,147.83,90.71,95.58958,201.1451842
Male,184.12,81.94,101.70962,210.7284865
Male,180.95,75.16,98.10377,205.1001589
Male,173.63,83.76,99.64953,207.5191429
Female,159.42,73.89,91.83837,195.1955216
Female,135.96,80.92,88.43576,189.7460127
Female,149.68,84.6,93.59676,197.99186
Female,147.62,46.63,77.59295,172.0158326
Female,152.88,67.69,87.56879,188.3491808
Male,192.61,92,108.07087,220.5378873
Male,157.76,68.59,89.23805,191.0355873
Male,161.33,77.88,93.97227,198.5873189
Male,167.62,75.33,94.61385,199.6033199
Male,170.1,83.31,98.52387,205.7585169
Male,180.15,86.09,102.33868,211.7052277
Female,151.96,83.89,93.91655,198.4989994
Female,131.39,68.11,82.0019,179.2956118
Male,178.03,50.07,87.1125,187.6126346
Male,177.78,38.12,82.1821,179.5910336
Male,174.7,77,97.1839,203.6561205
Female,139.64,78.61,88.47815,189.8142219
Female,161.43,77.58,93.87687,198.4360963
Female,154.97,50.69,81.20782,177.9918484
Female,148.75,51.79,79.99478,175.9940398
Male,170.95,100.73,105.84076,217.1158036
Male,188.43,71.09,98.44444,205.6340924
Female,139.32,68.79,84.39597,183.2073977
Female,140.22,64.73,82.98385,180.9034748
Female,139.23,33.14,69.86239,158.9953061
Female,155.12,60.5,85.24054,184.5807338
Female,120.81,73.17,81.23646,178.0389264
Male,172,50.71,85.76297,185.4285419
Female,152.9,68.13,87.75321,188.6466003
Female,143.14,65.42,84.04432,182.6345756
Female,171.71,37.68,80.38233,176.6331309
Male,189.09,71.61,98.8323,206.241425
Female,151.1,54.43,81.69671,178.7949095
Female,157.61,51.74,82.34005,179.8498454
Female,150.53,66.24,86.35119,186.3815715
Male,177.49,61.9,91.78313,195.1074586
Female,147.88,62.07,83.94645,182.4750433
Female,169.12,57.51,87.76161,188.6601435
Male,166.14,69.21,91.72785,195.0193186
Female,154.83,68.02,88.22375,189.404747
Female,151.53,77.4,91.16031,194.113647
Male,164.73,59.96,87.58663,188.3779587
Male,166.72,89.69,100.21807,208.4064953
Male,180.72,58.74,91.35942,194.4315437
Female,153.22,49.79,80.37427,176.6198474
Female,152.68,56.76,83.06688,181.0392109
Female,133.68,62.67,80.39925,176.6610153
Female,129.44,75.16,84.3506,183.1335255
Female,163.54,70.92,91.72962,195.022141
Female,133.8,48.81,74.79027,167.3345229
Female,147.69,67.77,86.21562,186.1620663
Male,168.8,86.93,99.65011,207.5200488
Male,168.35,70.85,92.9854,197.021126
Female,154.36,63.51,86.26269,186.2382885
Female,138.18,56.58,79.12212,174.5521331
Female,154.37,53.74,82.28897,179.766161
Male,177.44,81.28,99.65744,207.5314972
Male,173.58,83.58,99.56292,207.3838549
Male,150.93,50.51,80.05588,176.0948484
Male,170.98,81.95,98.20531,205.2593514
Female,137.58,55.34,78.45724,173.4508745
Male,177.32,86.52,101.75808,210.8037839
Female,143.46,71.48,86.59618,186.7780233
Female,164.82,38.68,78.9497,174.2667722
Female,151.96,48.35,79.45177,175.0972828
Female,153.71,71.63,89.39398,191.285887
Male,167.92,72.89,93.70087,198.1570104
Male,179.5,82.53,100.71621,209.1829364
Female,149.41,50.36,79.58899,175.3240398
Female,171.39,42.26,82.16095,179.5563685
Female,155.17,60.92,85.42483,184.8799506
Male,179.27,64.73,93.4102,197.6958035
Male,180.41,83.92,101.52491,210.4414008
Female,134.95,76.9,86.52995,186.6708752
Male,172.46,92.7,102.97572,212.692831
Male,168.88,75.05,94.83631,199.9552032
Male,176.6,49.96,86.68592,186.9231737
Female,144.82,65.97,84.71673,183.7293811
Female,162.4,45.28,80.98976,177.6332689
Male,188.23,85.81,104.38208,214.8677243
Female,150.83,49.66,79.68323,175.4797155
Female,157.09,64.34,87.32941,187.9628921
Female,162.99,45.58,81.26939,178.093051
Female,154.76,48.92,80.43136,176.7139291
Male,185.08,82.74,102.29154,211.6320856
